Employee ID,Name,Role,Department,Wage Rate
E01414,Sheena Simpson,Supervisor,Logistics,42.69
E01415,Michael Eaton,Supervisor,Packaging,33.82
E01416,Dan Romero,Technician,Logistics,38.32
E01417,Sean Smith,Engineer,Maintenance,23.83
E01418,William Rivers,Technician,Maintenance,28.82
E01419,Austin Barber,Technician,Packaging,15.89
E01420,Jason Jenkins,Operator,Maintenance,30.0
E01421,Jesus Wiggins,Operator,Packaging,41.31
E01422,Taylor Day,Technician,QA,32.34
E01423,Charles Abbott,Operator,Maintenance,15.34
E01424,Amanda Smith,Supervisor,Logistics,43.18
E01425,Mr. Jeffrey Marsh,Technician,Packaging,39.52
E01426,James Ross,Operator,Assembly,11.49
E01427,Kevin Phillips,Engineer,Maintenance,42.2
E01428,John Watkins,Engineer,Assembly,44.61
E01429,Kelly Rodriguez,Technician,Logistics,30.5
E01430,Brittany Hodges,Technician,Assembly,25.14
E01431,Ashley Robinson,Engineer,Maintenance,13.34
E01432,Louis Martinez,Supervisor,Assembly,43.13
E01433,Theodore Rose,Technician,Logistics,10.15
E01434,Darren Pruitt,Supervisor,Maintenance,23.74
E01435,Joseph George,Engineer,Assembly,23.11
E01436,Thomas Davenport,Operator,Assembly,46.48
E01437,Jack Carrillo,Engineer,Maintenance,27.97
E01438,Ryan Avila,Operator,Packaging,45.55
E01439,Joseph Watkins,Engineer,Maintenance,13.57
E01440,Gabriel Brown,Supervisor,Packaging,43.84
E01441,Emily Ali,Operator,Maintenance,34.5
E01442,Amber Cooper,Supervisor,Logistics,31.52
E01443,Phyllis Lopez,Operator,Logistics,22.24
E01444,Christina Ruiz,Engineer,QA,29.61
E01445,Kelly Miller,Engineer,Assembly,20.94
E01446,Mark Day,Engineer,Logistics,28.23
E01447,Tiffany Mcbride,Operator,Logistics,40.75
E01448,Fred Huang,Operator,Maintenance,35.02
E01449,Lisa Lang,Supervisor,Logistics,37.22
E01450,Monica Pacheco,Engineer,Assembly,45.69
E01451,Joseph Alvarado,Technician,QA,12.12
E01452,Jeanette Harrell,Technician,Maintenance,17.96
E01453,Bethany Boyer,Operator,Assembly,38.97
E01454,Linda Gonzales,Operator,QA,26.33
E01455,Christopher Jones,Technician,Logistics,36.01
E01456,Kyle Lee,Operator,Packaging,45.91
E01457,Angela Martin,Supervisor,QA,39.44
E01458,Veronica Gordon,Engineer,Assembly,47.32
E01459,Laura Daniel,Supervisor,Logistics,16.08
E01460,Paul Williams,Operator,Assembly,40.27
E01461,Lynn Adams,Supervisor,Packaging,38.11
E01462,Kelly Young,Supervisor,Assembly,10.3
E01463,Patricia Parks,Operator,Packaging,11.72
E01464,Taylor Miller,Supervisor,Assembly,11.35
E01465,Cheryl Smith,Operator,Logistics,31.1
E01466,David Jones,Operator,Assembly,41.06
E01467,Lisa Hill,Engineer,Assembly,26.21
E01468,Peter Campbell,Supervisor,Packaging,10.13
E01469,Matthew Wells,Engineer,QA,17.0
E01470,Jennifer Wells,Technician,Logistics,47.94
E01471,Michael Price,Operator,Packaging,19.79
E01472,Sydney Smith,Operator,Maintenance,44.14
E01473,Kevin Phelps,Supervisor,QA,24.82
E01474,James Matthews,Operator,Maintenance,30.85
E01475,Lori Dennis MD,Technician,Assembly,29.59
E01476,Katherine Hoffman,Engineer,Assembly,15.38
E01477,Matthew Snow,Operator,Maintenance,24.65
E01478,Colin Jones,Supervisor,Assembly,49.99
E01479,Melissa Smith,Engineer,Packaging,32.57
E01480,Nicole Bishop,Operator,Assembly,28.61
E01481,Jennifer Acosta,Technician,Maintenance,31.97
E01482,Thomas Logan,Operator,QA,20.52
E01483,Lauren King,Technician,Maintenance,32.65
E01484,Linda Thomas,Supervisor,Packaging,39.13
E01485,Howard Lee,Technician,Assembly,14.23
E01486,Christina Davidson,Technician,QA,21.14
E01487,Kevin Morrison,Operator,QA,18.36
E01488,Jonathan Murray,Technician,Packaging,39.8
E01489,Kevin Cox,Supervisor,QA,47.43
E01490,Richard Garcia,Operator,Maintenance,26.99
E01491,Thomas Cantrell,Supervisor,Packaging,35.33
E01492,Jennifer Jones,Technician,Packaging,11.25
E01493,Steven Yu,Supervisor,Assembly,15.26
E01494,Heidi Hall,Technician,Assembly,25.38
E01495,Dylan Heath,Technician,Maintenance,36.58
E01496,Amy Castro,Technician,Logistics,35.61
E01497,Alyssa Williamson,Supervisor,QA,17.69
E01498,Rebecca Lang,Engineer,Maintenance,15.32
E01499,Donna Coleman,Engineer,Logistics,47.52
E01500,Anna Craig,Technician,Maintenance,24.21
E01501,Brianna Hawkins,Operator,Logistics,28.42
E01502,Steven Dixon,Supervisor,QA,13.81
E01503,Jamie Sanders,Supervisor,Maintenance,46.41
E01504,Brenda Smith,Technician,QA,36.72
E01505,Jonathan King,Technician,Packaging,30.4
E01506,William Kennedy,Supervisor,QA,27.25
E01507,Nicole Wong,Operator,Packaging,12.06
E01508,Lori Wilson,Technician,Packaging,18.57
E01509,Jay Nguyen,Operator,Logistics,44.24
E01510,Stephanie Rhodes,Technician,Maintenance,34.89
E01511,William Martin,Supervisor,Packaging,17.76
E01512,Justin Johnson,Technician,Packaging,17.57
E01513,Mary Green,Technician,Assembly,24.01
E01514,James Smith,Technician,Packaging,34.61
E01515,Joann King,Engineer,Packaging,31.7
E01516,Andrew Lane,Technician,Packaging,31.08
E01517,Mark Mitchell,Engineer,Logistics,44.76
E01518,Clinton Mitchell,Technician,Assembly,44.45
E01519,Natalie Stephens,Operator,Assembly,43.81
E01520,Jacob Franklin,Technician,Maintenance,38.1
E01521,Amber Andrews,Supervisor,Assembly,25.7
E01522,Roberta Thomas,Operator,Maintenance,20.77
E01523,Alexis Nelson,Technician,Logistics,48.23
E01524,Christina Carroll,Operator,Logistics,11.81
E01525,Scott Conner,Operator,Packaging,34.74
E01526,Jeff Fry,Operator,QA,43.84
E01527,Lawrence Keith,Supervisor,QA,20.88
E01528,Phillip Rodriguez,Supervisor,Maintenance,49.15
E01529,Cory Beasley,Engineer,Logistics,45.44
E01530,Allison Williams,Supervisor,QA,17.97
E01531,Tiffany Owens,Engineer,Assembly,20.81
E01532,Cheryl Mcintyre,Supervisor,Packaging,45.89
E01533,Ethan Cameron,Technician,QA,14.37
E01534,Peter Fritz,Operator,Maintenance,17.54
E01535,Christine Aguilar,Engineer,Assembly,34.34
E01536,Yolanda Kirk,Operator,QA,15.88
E01537,Dana Murray,Technician,Maintenance,32.9
E01538,Kristine Henson,Technician,Assembly,33.02
E01539,Emily Atkins,Technician,QA,33.85
E01540,Mary Gallagher,Operator,QA,20.03
E01541,Anthony Shaw,Operator,QA,42.84
E01542,Catherine Mcdonald,Technician,Maintenance,48.82
E01543,Bryan Brown,Engineer,Assembly,21.12
E01544,Kelly Smith,Supervisor,Maintenance,44.62
E01545,Amber Dominguez,Operator,Logistics,21.72
E01546,John Richmond,Engineer,Maintenance,23.96
E01547,Thomas Bass,Engineer,QA,41.42
E01548,Michael Kelley,Operator,QA,15.49
E01549,Shane Guzman,Engineer,QA,12.47
E01550,Pamela Hall,Technician,Maintenance,25.47
E01551,Veronica Fisher,Engineer,Logistics,15.19
E01552,Robert Villanueva,Supervisor,Assembly,13.18
E01553,Linda Haynes,Technician,Logistics,33.55
E01554,Gregory Kelly,Engineer,Logistics,17.36
E01555,Alexander Whitaker,Technician,Maintenance,22.04
E01556,Jerry Smith,Operator,Maintenance,39.16
E01557,Veronica Johnson,Operator,Assembly,13.72
E01558,Karen Campbell,Engineer,Assembly,49.76
E01559,Kim Small,Operator,Maintenance,22.35
E01560,Tyler Wilkerson,Engineer,Maintenance,31.83
E01561,Thomas Munoz,Technician,Maintenance,41.67
E01562,Jacob White,Engineer,Logistics,19.48
E01563,Amy Reed,Engineer,Packaging,23.65
E01564,Joshua Gordon,Operator,Assembly,18.25
E01565,Stacey Smith,Operator,Packaging,25.14
E01566,Andrew Morrow,Supervisor,Packaging,39.4
E01567,Edward Leblanc,Engineer,Assembly,38.58
E01568,Thomas Gaines,Operator,Packaging,17.28
E01569,James Robinson,Engineer,Assembly,29.08
E01570,Jocelyn Garcia,Operator,Maintenance,37.53
E01571,Melissa Austin,Supervisor,Logistics,39.53
E01572,Hannah Mills,Supervisor,Packaging,35.44
E01573,Christine Norris,Operator,Packaging,17.79
E01574,Taylor Ford,Engineer,QA,44.72
E01575,Karen Petersen,Technician,Packaging,21.54
E01576,Angela Rodriguez,Technician,Packaging,24.8
E01577,Charles Bailey,Operator,Packaging,32.34
E01578,Kristin Nguyen,Supervisor,Packaging,44.38
E01579,Joshua White,Operator,QA,35.99
E01580,Angela Barajas,Technician,QA,38.07
E01581,Mary Mcbride,Engineer,Maintenance,18.65
E01582,Barbara Clark,Technician,QA,24.1
E01583,Todd Butler,Technician,Packaging,15.48
E01584,Emily Hoffman,Supervisor,Packaging,39.48
E01585,Richard Martinez,Technician,Logistics,47.95
E01586,William Hartman,Technician,QA,39.39
E01587,Lindsey Mills,Supervisor,QA,14.99
E01588,Brittany Summers,Operator,Logistics,37.73
E01589,Donald Davis,Technician,Logistics,27.33
E01590,Jennifer Short,Operator,Maintenance,13.68
E01591,Luis Patton,Supervisor,Logistics,49.98
E01592,Jacqueline Lopez,Technician,Assembly,38.97
E01593,Natalie Thompson,Operator,Packaging,34.9
E01594,Danielle Smith,Technician,Maintenance,44.92
E01595,Ryan Rodgers,Operator,Packaging,23.01
E01596,Albert Miller,Operator,Maintenance,36.67
E01597,Daniel Chambers,Supervisor,Packaging,28.73
E01598,Crystal Evans,Technician,Assembly,14.96
E01599,Dawn Moore,Engineer,Maintenance,31.64
E01600,Karen Acevedo,Technician,Assembly,35.28
E01601,Robert Tran,Supervisor,QA,28.93
E01602,Brian Lester,Engineer,Logistics,15.01
E01603,Jesse Khan,Supervisor,Logistics,13.01
E01604,Jennifer Robles,Engineer,Assembly,36.59
E01605,Carlos Scott,Supervisor,Logistics,43.52
E01606,Robert Johnson,Technician,Packaging,46.96
E01607,Gary Ramos,Engineer,Maintenance,25.53
E01608,Toni Jackson,Engineer,QA,47.53
E01609,Dustin Jefferson,Supervisor,Maintenance,42.79
E01610,Eric Mendez,Operator,QA,26.96
E01611,Wesley Peters,Supervisor,Maintenance,26.25
E01612,Michael Hobbs,Engineer,Assembly,23.34
E01613,Karen Holmes,Supervisor,Assembly,12.76
E01614,Kimberly Santana,Operator,Logistics,10.39
E01615,Kelly Burns,Engineer,QA,19.82
E01616,Aaron Villegas,Operator,QA,20.18
E01617,Dustin Campos,Supervisor,Packaging,39.19
E01618,Daniel Turner,Operator,Logistics,16.29
E01619,Kayla Barker,Operator,Logistics,37.7
E01620,Ms. Megan Mcneil DDS,Operator,Packaging,39.21
E01621,Peter Walls,Technician,Logistics,28.39
E01622,Richard Smith,Operator,Assembly,14.71
E01623,Edward Valencia,Engineer,Assembly,38.78
E01624,Andre Hensley,Operator,Assembly,46.55
E01625,Katherine Rodriguez,Engineer,QA,24.65
E01626,Latasha Hanson,Operator,QA,40.35
E01627,Joshua Salinas,Supervisor,Assembly,39.68
E01628,Jennifer Mills,Supervisor,Assembly,12.16
E01629,Jose Hawkins,Operator,Maintenance,12.23
E01630,James Garrett,Supervisor,Assembly,37.06
E01631,Michelle Roberts,Technician,Logistics,43.24
E01632,Susan Brown,Supervisor,Logistics,46.82
E01633,Lee Ferguson,Supervisor,Assembly,15.67
E01634,Douglas White,Technician,Assembly,33.34
E01635,Darius Williams DDS,Engineer,QA,21.28
E01636,Katherine Bradley,Engineer,Assembly,18.91
E01637,Shawn Richardson,Technician,QA,39.54
E01638,Carolyn Shelton,Technician,Maintenance,26.53
E01639,Susan Castro,Engineer,Assembly,27.51
E01640,Abigail Burke,Operator,Maintenance,43.78
E01641,Shelby Leon,Supervisor,Packaging,19.55
E01642,Monique Mckenzie,Supervisor,Packaging,31.13
E01643,James Baldwin,Engineer,QA,43.11
E01644,Tara Mcclure,Engineer,Packaging,15.28
E01645,Mr. James Conner,Technician,Logistics,33.85
E01646,William Sanders,Supervisor,Assembly,43.49
E01647,Katherine Wright,Operator,Packaging,40.58
E01648,Ashley Brown,Operator,Maintenance,45.38
E01649,Christopher Mendez,Engineer,Packaging,11.3
E01650,Steven Kramer,Engineer,Packaging,37.66
E01651,Barbara Bishop,Supervisor,Packaging,18.16
E01652,William Brown,Engineer,Assembly,32.28
E01653,John Gonzalez,Technician,Assembly,40.99
E01654,Robert Murray,Operator,Assembly,26.81
E01655,Leslie Wilson,Technician,Assembly,38.17
E01656,Timothy Jackson,Supervisor,Maintenance,43.62
E01657,Michael Bell,Supervisor,Maintenance,47.83
E01658,Joshua Thomas,Supervisor,QA,31.8
E01659,Shelby Palmer,Supervisor,Packaging,22.64
E01660,Daniel Black,Technician,Assembly,25.6
E01661,Douglas Bradley,Operator,Maintenance,44.62
E01662,Cody Carter,Technician,Logistics,19.61
E01663,Kimberly Powell,Technician,Assembly,45.33
E01664,Diane Keller,Operator,Packaging,12.31
E01665,Johnny Jones,Technician,Logistics,48.85
E01666,Jill Wolf,Operator,Assembly,14.76
E01667,Christopher Smith,Operator,Logistics,45.34
E01668,April Anderson,Engineer,Maintenance,31.63
E01669,Melissa Conway,Operator,Logistics,32.45
E01670,Michael Mack,Supervisor,Logistics,49.23
E01671,Anthony Levine,Technician,Maintenance,48.05
E01672,Lauren Boone,Supervisor,Assembly,41.94
E01673,Melanie Hughes,Engineer,Packaging,36.06
E01674,Kelly Jenkins,Operator,QA,37.11
E01675,Lisa Hudson,Supervisor,QA,15.34
E01676,Kristine Williams,Technician,Assembly,28.7
E01677,Christy Ortega,Engineer,Logistics,27.17
E01678,Madison Castillo,Technician,QA,14.08
E01679,Jordan Gomez,Supervisor,Assembly,10.45
E01680,Justin Huffman,Engineer,Packaging,10.65
E01681,Michelle Patton,Supervisor,Assembly,39.5
E01682,Samantha Adams,Technician,Logistics,27.9
E01683,Michael Brooks,Technician,Packaging,29.62
E01684,William Taylor,Supervisor,Logistics,20.14
E01685,Austin Cline,Technician,Packaging,31.63
E01686,Melissa Brown,Supervisor,QA,15.09
E01687,Jeffery Frost,Technician,QA,16.54
E01688,Randall Caldwell,Technician,Assembly,42.71
E01689,Austin Alvarado,Technician,Maintenance,11.1
E01690,James Green,Engineer,Maintenance,46.64
E01691,Megan Singleton,Technician,Packaging,23.53
E01692,Mitchell Fitzgerald,Operator,Maintenance,47.29
E01693,Robert Thompson,Supervisor,QA,12.55
E01694,Jessica Bright,Supervisor,Packaging,22.51
E01695,Stephanie Austin,Operator,Packaging,33.73
E01696,Peter Morrow,Engineer,Assembly,47.51
E01697,Michele Ellis,Engineer,Assembly,13.6
E01698,Jerry Walker,Engineer,Assembly,42.37
E01699,Stephanie Tran,Engineer,Packaging,34.52
E01700,Joshua Scott,Engineer,Packaging,35.6
E01701,William Johnson,Engineer,Packaging,49.69
E01702,Mark Cain,Supervisor,Maintenance,22.84
E01703,Joshua Smith,Engineer,Packaging,24.41
E01704,Tiffany Scott,Engineer,Assembly,31.43
E01705,Daniel Atkins,Technician,Packaging,35.0
E01706,Cassidy Lane,Engineer,Logistics,22.47
E01707,Derek Mays,Operator,Maintenance,38.25
E01708,April Porter,Supervisor,Assembly,13.28
E01709,Kevin Smith,Engineer,Maintenance,17.79
E01710,Cindy Roberts,Engineer,Assembly,10.53
E01711,Carl Hernandez,Technician,Assembly,39.98
E01712,Sandra Schneider,Technician,Logistics,47.92
E01713,Amanda Ellison,Technician,Packaging,40.75
E01714,Mackenzie Myers,Engineer,Assembly,16.91
E01715,Theresa Ramirez,Supervisor,Maintenance,21.35
E01716,Phyllis Lane MD,Engineer,Packaging,36.85
E01717,Katelyn Dennis MD,Operator,Assembly,22.38
E01718,Ryan Herrera,Technician,QA,26.27
E01719,Michelle Mcconnell,Operator,Assembly,20.23
E01720,Victoria Lopez,Operator,Assembly,31.37
E01721,Ashley Chan,Engineer,Maintenance,44.78
E01722,Joe Jones,Technician,Assembly,19.59
E01723,Oscar Hayes,Operator,Assembly,31.18
E01724,Billy Baker,Supervisor,Logistics,36.6
E01725,Christopher Rose,Engineer,Maintenance,10.26
E01726,Troy Maldonado,Operator,Packaging,20.12
E01727,Grace Cobb,Operator,Assembly,32.69
E01728,James Pittman,Operator,Logistics,43.01
E01729,Eduardo Manning,Technician,Logistics,19.12
E01730,Matthew Hall,Operator,Maintenance,45.95
E01731,Stephen Mercer,Technician,Packaging,42.98
E01732,Linda Diaz,Operator,Logistics,25.76
E01733,Victoria Hernandez,Operator,Maintenance,42.54
E01734,Kimberly Brown,Supervisor,Maintenance,43.97
E01735,Jeffrey Hampton,Technician,QA,21.27
E01736,Maria Garcia,Operator,Maintenance,14.61
E01737,Keith Mitchell,Technician,Logistics,14.04
E01738,Christopher Gillespie,Operator,Maintenance,45.23
E01739,Lacey Collins,Technician,QA,29.78
E01740,Kathleen Pearson,Operator,QA,36.86
E01741,Victoria Morris,Operator,Packaging,25.6
E01742,Jonathan Lopez,Engineer,Packaging,41.21
E01743,Nicole Robinson,Supervisor,Assembly,42.97
E01744,Joseph Brown,Technician,Packaging,45.7
E01745,Eric Jones,Engineer,Packaging,35.67
E01746,Janice Wade,Operator,Maintenance,45.68
E01747,Erica Martin,Supervisor,Packaging,44.67
E01748,Autumn Ball,Operator,Logistics,20.87
E01749,Laura Glover PhD,Supervisor,Packaging,33.54
E01750,Sarah Jacobs,Technician,Assembly,20.49
E01751,John Ferrell,Supervisor,Maintenance,35.51
E01752,Hannah Gomez,Engineer,Assembly,45.89
E01753,Kimberly Taylor,Technician,QA,29.33
E01754,John Lewis,Technician,Maintenance,42.98
E01755,Miguel Green,Operator,Packaging,10.68
E01756,Margaret Garcia,Supervisor,Maintenance,44.69
E01757,Hannah Swanson,Engineer,Maintenance,47.77
E01758,Ryan Reese,Operator,QA,22.54
E01759,Joshua Doyle,Operator,Packaging,38.39
E01760,Dennis Horton,Technician,Logistics,42.77
E01761,David Butler,Technician,Assembly,14.97
E01762,Andrew Brown,Supervisor,Logistics,26.58
E01763,Marc Webster,Supervisor,Assembly,18.26
E01764,Steve Mcgrath,Operator,Maintenance,39.86
E01765,Mary Davila,Technician,Packaging,26.24
E01766,Angela Velez,Operator,QA,10.01
E01767,John Gray MD,Operator,Assembly,20.51
E01768,Paula Weber,Supervisor,Packaging,18.13
E01769,Teresa Berg,Technician,Logistics,12.99
E01770,Ruben Brandt,Operator,Packaging,31.23
E01771,Kendra Hess,Operator,Maintenance,23.48
E01772,Jermaine Smith MD,Engineer,QA,18.76
E01773,Charles Anderson,Technician,Logistics,47.47
E01774,Maria Brown,Supervisor,Logistics,22.95
E01775,William Larson,Engineer,Maintenance,15.11
E01776,Matthew Wyatt,Technician,QA,30.93
E01777,Catherine Gray,Operator,QA,45.69
E01778,William Nielsen,Engineer,QA,41.12
E01779,Matthew Robinson,Engineer,Logistics,15.93
E01780,Jenny Mendez,Technician,Packaging,21.96
E01781,Scott Miranda,Technician,Assembly,19.49
E01782,Jason Porter,Supervisor,Packaging,47.11
E01783,Kim Brown,Technician,QA,21.17
E01784,Kristina Singh,Operator,Maintenance,16.78
E01785,Steven Sanders,Supervisor,Logistics,28.2
E01786,Cindy Rich,Supervisor,Maintenance,34.47
E01787,Alexandra Thompson,Technician,QA,16.34
E01788,Christopher Bush,Technician,Maintenance,10.98
E01789,Laura Sparks,Engineer,Maintenance,13.79
E01790,Steven Rosario,Technician,QA,36.04
E01791,Stephanie Clark,Supervisor,Logistics,16.54
E01792,Craig Burch,Technician,QA,20.35
E01793,Nicole Norman,Engineer,QA,37.03
E01794,Jessica Gregory,Supervisor,Assembly,44.85
E01795,Crystal Olson,Technician,Packaging,48.11
E01796,Christina Rogers,Operator,Logistics,25.34
E01797,Mr. Christopher Kerr,Supervisor,Packaging,19.05
E01798,Belinda Welch,Operator,Assembly,39.57
E01799,Terry Carson,Operator,Logistics,38.5
E01800,Lindsey Hill,Supervisor,QA,48.98
E01801,Joseph Howe,Technician,Packaging,13.92
E01802,Noah Yu,Operator,QA,45.13
E01803,Mr. James English,Engineer,Assembly,17.03
E01804,Christopher Medina,Operator,Packaging,39.89
E01805,Carlos King,Engineer,Maintenance,49.82
E01806,Jennifer Shelton,Operator,Maintenance,19.27
E01807,Benjamin Mcpherson,Engineer,Packaging,39.69
E01808,Mackenzie Clarke,Engineer,Assembly,40.97
E01809,Daniel Baker,Supervisor,Logistics,21.24
E01810,Laura Ross,Supervisor,Logistics,46.85
E01811,Michael Smith,Technician,Assembly,12.79
E01812,Taylor Guerrero,Engineer,Assembly,19.16
E01813,Joshua Sutton,Engineer,Packaging,21.78
E01814,Jessica Turner,Engineer,Maintenance,13.6
E01815,Justin Avery,Technician,Logistics,19.81
E01816,Jessica Dunn,Operator,Packaging,41.49
E01817,Brandi Shaw,Operator,Maintenance,20.69
E01818,Gregg Flores,Engineer,QA,30.26
E01819,Shannon Davis,Operator,Maintenance,15.41
E01820,Elizabeth Riley,Technician,Packaging,33.67
E01821,Mary Gibson,Operator,QA,34.43
E01822,Donna Baker,Operator,Packaging,18.73
E01823,Kayla Stevens,Engineer,QA,12.99
E01824,Ricky Horn,Operator,Assembly,38.07
E01825,Victor Harrington,Technician,Packaging,35.34
E01826,Lauren Gould,Technician,QA,29.29
E01827,Marilyn Barrett,Engineer,Maintenance,45.82
E01828,David Jordan,Operator,Logistics,49.09
E01829,Douglas Mcmillan,Operator,Packaging,39.3
E01830,Justin Jarvis MD,Supervisor,Maintenance,48.49
E01831,Andrew Randolph,Engineer,Packaging,15.89
E01832,Misty Ball,Technician,QA,16.38
E01833,Anna Simpson,Supervisor,Assembly,49.96
E01834,Donald Cole,Engineer,Maintenance,25.06
E01835,Samuel Strong,Operator,QA,32.38
E01836,Natalie Martinez,Operator,Maintenance,47.79
E01837,Christopher Phillips,Operator,Maintenance,34.16
E01838,Sara Camacho,Operator,Packaging,44.8
E01839,Jeremy Smith,Operator,Maintenance,38.29
E01840,Casey Church,Operator,Maintenance,44.24
E01841,Sara Campbell,Supervisor,Packaging,28.81
E01842,Debra Chan,Operator,Logistics,47.98
E01843,Jordan Fox,Technician,Maintenance,15.01
E01844,Karen Roberts,Engineer,Logistics,42.31
E01845,Cindy Snyder,Engineer,Maintenance,19.41
E01846,Juan Powell,Engineer,Packaging,34.75
E01847,Denise Lucas,Technician,Assembly,41.05
E01848,Whitney Washington,Technician,QA,38.04
E01849,Joshua Davis,Supervisor,Packaging,27.58
E01850,Christopher Quinn,Supervisor,Logistics,47.21
E01851,Douglas Gray,Engineer,Maintenance,16.47
E01852,Melissa Phillips,Operator,Maintenance,38.8
E01853,Stephanie Jackson PhD,Engineer,Packaging,20.13
E01854,James Mccarthy,Technician,Logistics,37.52
E01855,Alexis Waters,Technician,QA,17.62
E01856,Brittany Rice,Technician,Packaging,11.91
E01857,Debra James,Technician,Maintenance,41.39
E01858,Steven Dalton,Technician,Logistics,42.7
E01859,Lori Mclaughlin,Engineer,Logistics,16.5
E01860,Bethany Dickerson,Technician,QA,42.28
E01861,Jerry Heath,Technician,Packaging,23.12
E01862,Catherine Chen,Engineer,Maintenance,32.85
E01863,Ashley Kelley,Supervisor,Maintenance,34.08
E01864,Rebecca Beck,Operator,Assembly,46.55
E01865,Erica Leach,Operator,Logistics,32.81
E01866,Andrew Sullivan,Technician,QA,44.76
E01867,Tyler Randolph,Operator,Maintenance,26.86
E01868,Nicole Conner,Supervisor,Logistics,36.13
E01869,Madison Fitzpatrick,Operator,Logistics,17.66
E01870,Jose Greer,Technician,Logistics,38.49
E01871,Jessica May,Operator,Logistics,47.11
E01872,Kimberly Nguyen,Technician,Logistics,27.09
E01873,Ronald Mcmillan,Technician,Logistics,35.89
E01874,Rose Mendez,Operator,Logistics,31.77
E01875,Wendy Mack,Engineer,Maintenance,10.58
E01876,Melissa Miller,Engineer,Maintenance,46.31
E01877,Luis Davis,Technician,Logistics,42.37
E01878,Kristen Reyes,Engineer,Logistics,26.62
E01879,Juan Bird,Engineer,QA,13.64
E01880,Joseph Baker,Engineer,QA,24.06
E01881,Laura Watts,Technician,Packaging,31.03
E01882,Bridget Glenn,Engineer,Packaging,19.77
E01883,Kaitlin Owens,Operator,QA,43.3
E01884,Sheila Boyd,Supervisor,Assembly,21.82
E01885,Alicia Fitzgerald,Operator,Maintenance,18.2
E01886,Amanda Brown,Supervisor,Maintenance,16.91
E01887,Jessica Frazier,Operator,Logistics,39.05
E01888,Robert Mckenzie,Engineer,Maintenance,31.86
E01889,Angelica Carr,Engineer,Assembly,37.84
E01890,Cathy Lee,Operator,QA,21.61
E01891,Christopher Moody,Technician,Maintenance,26.0
E01892,Frank Cooper,Supervisor,QA,45.82
E01893,Pamela Robertson,Supervisor,Maintenance,23.22
E01894,Kenneth Ochoa,Operator,Logistics,46.12
E01895,Miss Andrea Smith,Engineer,Packaging,48.65
E01896,Gina Thompson,Supervisor,Logistics,10.78
E01897,Gary Powell,Supervisor,Packaging,29.77
E01898,Wendy Stewart,Technician,QA,34.88
E01899,Amy Rodriguez,Operator,Logistics,10.5
E01900,Dawn Lewis,Supervisor,Assembly,24.01
E01901,James Warren,Supervisor,Logistics,11.12
E01902,Kyle Bowen,Operator,Logistics,34.66
E01903,Travis Blankenship,Technician,Packaging,28.53
E01904,Taylor Gonzalez,Operator,Packaging,20.52
E01905,Matthew Mendez,Supervisor,Maintenance,41.1
E01906,Monica Gonzalez,Technician,Assembly,31.72
E01907,Anthony Howe,Supervisor,Maintenance,23.3
E01908,Alexis Brewer,Technician,Logistics,47.41
E01909,Christina Anderson,Technician,Packaging,49.03
E01910,Daniel Carlson Jr.,Supervisor,QA,17.3
E01911,Tracy Graham,Technician,QA,49.14
E01912,Travis Sullivan,Supervisor,Packaging,33.5
E01913,Kristen Adams,Operator,Logistics,45.01
E01914,Audrey Smith,Technician,QA,21.66
E01915,James Lewis,Operator,QA,11.86
E01916,Brooke Lopez,Technician,QA,10.5
E01917,David Melton,Engineer,Assembly,27.24
E01918,Laura Alvarez,Supervisor,Maintenance,10.18
E01919,Michael Brooks,Supervisor,Assembly,27.82
E01920,Timothy Benjamin,Technician,Maintenance,39.76
E01921,Scott Smith,Supervisor,Logistics,36.73
E01922,Arthur Butler,Supervisor,Maintenance,39.28
E01923,Peter Fuller,Operator,Assembly,33.78
E01924,Jennifer Lynch,Engineer,Assembly,48.16
E01925,Erica Velasquez,Technician,QA,19.6
E01926,Timothy Williams,Engineer,QA,46.15
E01927,Wesley Young,Operator,Assembly,49.27
E01928,Bridget Brown,Supervisor,Maintenance,10.14
E01929,Diana Moore,Engineer,Assembly,27.25
E01930,Janice Butler,Engineer,QA,37.04
E01931,Michelle Wilson,Supervisor,Logistics,34.58
E01932,Amy Spencer,Operator,Packaging,49.57
E01933,George Gutierrez,Supervisor,QA,36.41
E01934,Eric Freeman,Technician,Logistics,34.7
E01935,Danielle Franco,Operator,Maintenance,47.05
E01936,Allison Castillo,Technician,Packaging,46.08
E01937,Frank Davis,Supervisor,Packaging,43.37
E01938,Sara Carey,Operator,Maintenance,26.29
E01939,Richard Weeks,Supervisor,Packaging,37.9
E01940,Matthew Martinez,Engineer,Assembly,48.24
E01941,Denise Prince,Supervisor,Assembly,19.6
E01942,Cynthia Johnson,Technician,Packaging,29.52
E01943,Robert Vaughn,Supervisor,Maintenance,40.3
E01944,Amy Moreno,Operator,Logistics,33.91
E01945,Phillip Butler,Engineer,Logistics,41.35
E01946,Andrea Williams,Supervisor,Packaging,20.56
E01947,Denise Martin,Operator,QA,15.23
E01948,Christopher Barker,Engineer,QA,28.85
E01949,Michael Mills,Technician,Packaging,36.59
E01950,Anthony Hess,Engineer,QA,33.9
E01951,Eric Hamilton,Engineer,Logistics,34.43
E01952,Benjamin Gordon,Engineer,Packaging,13.71
E01953,Thomas Davis,Technician,QA,29.65
