Order ID,Customer Name,Label Type,Customizations,Quantity,Order Date,Due Date
O001029,Zachary Walker,Type A,"color=Red, size=Large, logo=No",532,2023-11-16,2023-12-07
O001030,Amy Clark,Type A,"color=Black, size=Large, logo=No",953,2023-01-17,2023-02-07
O001031,April Sanchez,Type D,"color=Green, size=Large, logo=Yes",511,2023-10-14,2023-10-23
O001032,Seth Hayes,Type A,"color=Red, size=Small, logo=Yes",450,2023-06-12,2023-07-05
O001033,Steven Douglas,Type B,"color=Red, size=Small, logo=Yes",683,2023-02-26,2023-03-11
O001034,Brandy Benson,Type A,"color=Red, size=Medium, logo=No",291,2023-01-31,2023-02-26
O001035,Amanda Singh,Type B,"color=Blue, size=Large, logo=Yes",276,2023-10-31,2023-11-05
O001036,Philip Hernandez,Type D,"color=Green, size=Medium, logo=No",909,2023-06-27,2023-07-10
O001037,Jessica Arroyo,Type B,"color=Blue, size=Medium, logo=Yes",231,2023-02-20,2023-03-03
O001038,Jacqueline Buck,Type C,"color=Blue, size=Small, logo=Yes",8,2023-12-28,2024-01-23
O001039,Margaret Williams,Type C,"color=Red, size=Medium, logo=Yes",354,2023-07-14,2023-07-23
O001040,Rachael Bishop,Type A,"color=Blue, size=Medium, logo=Yes",866,2023-12-18,2023-12-24
O001041,Jeremy Byrd,Type B,"color=Blue, size=Medium, logo=Yes",462,2023-06-04,2023-06-26
O001042,Leroy Gamble,Type B,"color=Blue, size=Small, logo=Yes",993,2023-09-17,2023-09-25
O001043,Susan Clark,Type D,"color=Blue, size=Medium, logo=Yes",323,2023-05-20,2023-05-27
O001044,Cory Williams,Type C,"color=Red, size=Small, logo=No",20,2023-04-30,2023-05-20
O001045,Emily Walker,Type B,"color=Yellow, size=Small, logo=No",938,2023-01-16,2023-01-26
O001046,Michael White,Type B,"color=Blue, size=Medium, logo=No",783,2023-10-12,2023-10-26
O001047,Cory Alexander,Type C,"color=Black, size=Large, logo=No",60,2023-11-23,2023-11-29
O001048,Gary Hernandez,Type C,"color=Blue, size=Large, logo=Yes",91,2023-10-25,2023-10-30
O001049,Katherine Ross,Type B,"color=Yellow, size=Medium, logo=No",28,2023-07-13,2023-08-07
O001050,Jordan Delgado,Type D,"color=Yellow, size=Small, logo=Yes",742,2023-09-20,2023-09-25
O001051,Scott Vega,Type D,"color=Green, size=Medium, logo=Yes",204,2023-08-25,2023-09-15
O001052,Savannah Richardson,Type A,"color=Blue, size=Medium, logo=Yes",176,2023-03-19,2023-03-25
O001053,Troy Stanton,Type B,"color=Yellow, size=Large, logo=No",691,2023-07-30,2023-08-17
O001054,Regina Khan,Type B,"color=Black, size=Small, logo=Yes",139,2023-07-20,2023-08-09
O001055,Tamara Miller,Type B,"color=Yellow, size=Small, logo=No",300,2023-02-18,2023-03-16
O001056,Kenneth Peterson,Type C,"color=Yellow, size=Medium, logo=No",503,2023-12-15,2024-01-09
O001057,Alicia Fleming,Type A,"color=Red, size=Medium, logo=Yes",567,2023-06-08,2023-07-04
O001058,Robert Rosales,Type A,"color=Yellow, size=Large, logo=No",196,2023-05-24,2023-06-15
O001059,Robert Coleman,Type C,"color=Red, size=Large, logo=No",591,2023-08-17,2023-09-01
O001060,Cheryl Gilbert,Type D,"color=Red, size=Small, logo=Yes",845,2023-07-24,2023-08-12
O001061,Erin Butler,Type C,"color=Yellow, size=Large, logo=Yes",325,2023-01-15,2023-01-29
O001062,Adrian Brooks,Type D,"color=Green, size=Large, logo=No",424,2023-03-13,2023-03-24
O001063,Anthony Hall,Type D,"color=Black, size=Small, logo=Yes",652,2023-01-10,2023-01-25
O001064,Mark Torres,Type D,"color=Yellow, size=Large, logo=Yes",4,2023-04-16,2023-05-11
O001065,Elizabeth Wolf,Type C,"color=Blue, size=Medium, logo=No",662,2023-10-14,2023-10-22
O001066,John Fields MD,Type A,"color=Yellow, size=Small, logo=No",185,2023-08-05,2023-09-02
O001067,Jacob Navarro,Type D,"color=Blue, size=Large, logo=No",748,2023-09-16,2023-10-07
O001068,Danielle Reid,Type C,"color=Blue, size=Small, logo=Yes",544,2023-02-08,2023-02-15
O001069,Jodi Daniels,Type B,"color=Green, size=Medium, logo=Yes",766,2023-05-30,2023-06-24
O001070,Erica Caldwell,Type C,"color=Blue, size=Small, logo=No",732,2023-07-19,2023-08-12
O001071,Gary Moon,Type D,"color=Black, size=Large, logo=Yes",574,2023-11-30,2023-12-14
O001072,David Oconnor,Type C,"color=Yellow, size=Medium, logo=No",451,2023-06-03,2023-06-18
O001073,Tracy Baker,Type D,"color=Black, size=Small, logo=Yes",156,2023-09-14,2023-10-11
O001074,Andrea Johnson,Type B,"color=Red, size=Small, logo=Yes",879,2023-06-16,2023-06-23
O001075,Willie Pugh,Type B,"color=Black, size=Large, logo=Yes",3,2023-09-02,2023-09-21
O001076,Nicole Mitchell,Type D,"color=Red, size=Large, logo=Yes",143,2023-10-22,2023-11-21
O001077,Kyle Rodriguez DDS,Type B,"color=Yellow, size=Large, logo=No",450,2023-02-24,2023-03-03
O001078,Samantha Collins,Type B,"color=Yellow, size=Large, logo=Yes",121,2023-04-01,2023-04-15
O001079,William Cross,Type D,"color=Red, size=Medium, logo=No",86,2023-08-29,2023-09-27
O001080,Troy Bradley,Type B,"color=Black, size=Medium, logo=No",206,2023-11-01,2023-11-26
O001081,Whitney Reeves,Type B,"color=Yellow, size=Large, logo=Yes",939,2023-12-18,2023-12-19
O001082,Jean Kim,Type C,"color=Blue, size=Medium, logo=No",329,2023-09-04,2023-09-17
O001083,Diane Smith,Type B,"color=Blue, size=Medium, logo=Yes",622,2023-11-26,2023-12-25
O001084,Mary Meyer,Type A,"color=Green, size=Large, logo=Yes",403,2023-10-31,2023-11-05
O001085,Pamela Stephens,Type C,"color=Green, size=Large, logo=No",799,2023-07-06,2023-07-27
O001086,Jason Lang,Type D,"color=Blue, size=Small, logo=Yes",640,2023-12-30,2024-01-13
O001087,Erin Doyle,Type C,"color=Blue, size=Large, logo=No",291,2023-11-24,2023-12-01
O001088,David Riley,Type C,"color=Red, size=Large, logo=Yes",182,2023-07-11,2023-08-04
O001089,Jacqueline Daniels,Type C,"color=Green, size=Small, logo=No",491,2023-05-22,2023-06-12
O001090,Todd Torres,Type D,"color=Yellow, size=Medium, logo=Yes",518,2023-09-10,2023-09-20
O001091,Eric Duarte,Type A,"color=Black, size=Small, logo=No",188,2023-08-02,2023-08-11
O001092,Christopher Parker,Type A,"color=Yellow, size=Small, logo=Yes",433,2023-11-12,2023-12-08
O001093,Leah Horn,Type C,"color=Red, size=Large, logo=No",555,2023-05-19,2023-06-11
O001094,Erin Moyer,Type A,"color=Red, size=Large, logo=No",461,2023-12-22,2024-01-02
O001095,Gail Daniels,Type C,"color=Red, size=Small, logo=No",950,2023-11-12,2023-12-04
O001096,Samantha White,Type A,"color=Green, size=Large, logo=No",422,2023-01-29,2023-01-31
O001097,John Nelson,Type C,"color=Black, size=Small, logo=Yes",353,2023-04-06,2023-04-11
O001098,Jeffrey Conway,Type C,"color=Black, size=Medium, logo=No",929,2023-01-04,2023-01-27
O001099,William Ramos,Type D,"color=Red, size=Large, logo=Yes",501,2023-05-07,2023-05-24
O001100,Cynthia Turner,Type A,"color=Yellow, size=Large, logo=No",94,2023-06-20,2023-06-27
O001101,Sara Parrish,Type A,"color=Red, size=Medium, logo=No",580,2023-11-25,2023-12-10
O001102,Erik Gonzalez,Type C,"color=Red, size=Large, logo=No",367,2023-08-16,2023-09-06
O001103,Linda Alvarado,Type A,"color=Red, size=Large, logo=No",972,2023-06-29,2023-07-13
O001104,Victoria Perry,Type B,"color=Black, size=Small, logo=Yes",375,2023-11-16,2023-12-11
O001105,Victoria Davis,Type B,"color=Yellow, size=Small, logo=No",319,2023-05-06,2023-05-30
O001106,Robert Johnson,Type B,"color=Yellow, size=Medium, logo=No",259,2023-09-18,2023-09-26
O001107,Mallory Carroll,Type D,"color=Green, size=Small, logo=No",37,2023-08-09,2023-08-15
O001108,Jennifer Johnston,Type A,"color=Yellow, size=Medium, logo=Yes",199,2023-08-30,2023-09-12
O001109,Heather Hampton,Type C,"color=Green, size=Large, logo=No",306,2023-10-27,2023-11-23
O001110,Susan Bell,Type D,"color=Blue, size=Small, logo=Yes",6,2023-08-21,2023-08-23
O001111,Micheal Mitchell,Type A,"color=Black, size=Large, logo=Yes",950,2023-08-11,2023-09-04
O001112,Shane Thomas,Type C,"color=Green, size=Medium, logo=No",313,2023-10-26,2023-11-19
O001113,Jessica Green,Type D,"color=Black, size=Small, logo=No",868,2023-02-04,2023-03-05
O001114,Kimberly Anderson,Type D,"color=Green, size=Medium, logo=No",50,2023-12-05,2023-12-21
O001115,Kelly Diaz,Type D,"color=Yellow, size=Large, logo=No",263,2023-03-05,2023-03-10
O001116,Nancy Mitchell,Type D,"color=Red, size=Large, logo=Yes",849,2023-04-17,2023-05-02
O001117,Jamie Stuart,Type A,"color=Green, size=Medium, logo=No",333,2023-07-28,2023-08-15
O001118,Lauren Lozano,Type A,"color=Green, size=Medium, logo=Yes",9,2023-09-02,2023-09-27
O001119,Kenneth Harrington,Type C,"color=Red, size=Large, logo=Yes",463,2023-01-21,2023-02-10
O001120,Sarah Baker,Type B,"color=Yellow, size=Small, logo=No",142,2023-03-03,2023-04-01
O001121,Jane Garcia,Type A,"color=Red, size=Small, logo=Yes",577,2023-12-26,2023-12-31
O001122,Jennifer Martin,Type A,"color=Green, size=Small, logo=Yes",494,2023-09-08,2023-09-19
O001123,Paul Ritter,Type B,"color=Green, size=Medium, logo=No",884,2023-04-21,2023-05-04
O001124,Dustin Smith,Type D,"color=Red, size=Large, logo=Yes",487,2023-08-08,2023-08-10
O001125,Matthew Weiss,Type D,"color=Red, size=Small, logo=Yes",12,2023-11-20,2023-11-26
O001126,Kathy Martinez,Type A,"color=Green, size=Medium, logo=No",52,2023-11-07,2023-11-23
O001127,Kathryn Middleton,Type D,"color=Black, size=Medium, logo=Yes",942,2023-03-27,2023-03-29
O001128,Eric Davis,Type C,"color=Green, size=Medium, logo=No",163,2023-01-04,2023-01-17
O001129,Veronica Woods,Type B,"color=Blue, size=Medium, logo=Yes",984,2023-06-01,2023-06-05
O001130,Lisa Page,Type D,"color=Red, size=Small, logo=No",418,2023-07-30,2023-08-02
O001131,Lawrence Mendez DVM,Type C,"color=Red, size=Large, logo=No",269,2023-12-22,2024-01-09
O001132,Karen Thomas,Type B,"color=Yellow, size=Medium, logo=Yes",735,2023-10-13,2023-10-24
O001133,Jennifer Simpson,Type B,"color=Blue, size=Small, logo=Yes",581,2023-09-19,2023-10-03
O001134,Robert Brown,Type B,"color=Red, size=Large, logo=Yes",790,2023-12-11,2024-01-08
O001135,Michael Pena,Type B,"color=Green, size=Large, logo=No",722,2023-02-18,2023-03-19
O001136,Whitney Miranda,Type A,"color=Black, size=Small, logo=No",332,2023-07-27,2023-08-05
O001137,Brianna Campos,Type A,"color=Yellow, size=Medium, logo=No",797,2023-07-06,2023-07-14
O001138,Derrick Barnes,Type A,"color=Red, size=Medium, logo=Yes",82,2023-04-21,2023-04-29
O001139,Charles Gomez,Type B,"color=Red, size=Large, logo=No",459,2023-04-16,2023-04-26
O001140,Ashley Lee,Type B,"color=Red, size=Medium, logo=Yes",304,2023-07-23,2023-08-17
O001141,Thomas Carey,Type D,"color=Black, size=Large, logo=No",331,2023-09-14,2023-10-05
O001142,Jamie Best,Type B,"color=Yellow, size=Medium, logo=Yes",945,2023-07-28,2023-08-21
O001143,Shannon Lewis DVM,Type A,"color=Yellow, size=Large, logo=Yes",518,2023-08-06,2023-08-25
O001144,Catherine Mckenzie,Type B,"color=Blue, size=Large, logo=Yes",374,2023-12-15,2023-12-16
O001145,Andrew Hunter,Type D,"color=Red, size=Small, logo=No",574,2023-07-03,2023-07-14
O001146,Stephanie Dixon,Type A,"color=Black, size=Small, logo=No",621,2023-06-09,2023-06-18
O001147,Amanda Fields,Type A,"color=Yellow, size=Large, logo=No",30,2023-09-22,2023-10-12
O001148,Danielle Edwards,Type A,"color=Yellow, size=Medium, logo=Yes",63,2023-09-29,2023-10-19
O001149,Lori Sutton,Type D,"color=Red, size=Medium, logo=No",895,2023-07-06,2023-08-02
O001150,Dustin Nolan,Type A,"color=Yellow, size=Medium, logo=No",143,2023-03-31,2023-04-26
O001151,Stephanie Miller,Type D,"color=Blue, size=Medium, logo=Yes",420,2023-08-08,2023-08-09
O001152,Michael Jones,Type D,"color=Green, size=Medium, logo=No",305,2023-08-28,2023-09-18
O001153,Lindsey Wilson,Type C,"color=Green, size=Medium, logo=No",67,2023-07-22,2023-07-24
O001154,Danny Miller,Type C,"color=Yellow, size=Large, logo=No",116,2023-12-30,2024-01-03
O001155,Ryan Fletcher,Type A,"color=Red, size=Medium, logo=Yes",298,2023-11-10,2023-12-05
O001156,Ronald Porter,Type C,"color=Red, size=Large, logo=Yes",810,2023-01-02,2023-01-25
O001157,Kayla Bond,Type C,"color=Yellow, size=Large, logo=Yes",372,2023-01-21,2023-02-08
O001158,Cindy Hayes,Type A,"color=Blue, size=Large, logo=Yes",679,2023-11-14,2023-12-08
O001159,Jennifer Guzman,Type C,"color=Red, size=Medium, logo=No",473,2023-06-19,2023-06-22
O001160,Mrs. Sabrina Smith DVM,Type A,"color=Yellow, size=Small, logo=No",507,2023-12-20,2023-12-27
O001161,Timothy Escobar,Type A,"color=Yellow, size=Medium, logo=Yes",668,2023-07-19,2023-07-31
O001162,Ian Chavez DDS,Type B,"color=Yellow, size=Medium, logo=No",29,2023-09-23,2023-09-26
O001163,Robert Gregory,Type B,"color=Green, size=Medium, logo=No",957,2023-04-19,2023-04-26
O001164,Angela Alvarado,Type D,"color=Green, size=Large, logo=Yes",52,2023-10-15,2023-10-30
O001165,Carlos George,Type D,"color=Black, size=Small, logo=No",232,2023-12-20,2023-12-22
O001166,Heather Simmons,Type C,"color=Yellow, size=Medium, logo=Yes",615,2023-04-03,2023-04-21
O001167,Katrina Berry,Type A,"color=Red, size=Large, logo=No",732,2023-01-30,2023-02-09
O001168,Roger Webb,Type A,"color=Red, size=Large, logo=Yes",28,2023-12-31,2024-01-06
O001169,Savannah Martinez,Type D,"color=Yellow, size=Large, logo=No",499,2023-01-13,2023-02-09
O001170,William Bennett,Type D,"color=Black, size=Large, logo=No",320,2023-11-03,2023-11-18
O001171,Michael Johnson,Type A,"color=Green, size=Medium, logo=No",937,2023-10-25,2023-10-30
O001172,Shane Collins,Type B,"color=Red, size=Small, logo=Yes",772,2023-10-22,2023-10-25
O001173,Heather Jackson,Type C,"color=Green, size=Small, logo=No",350,2023-05-27,2023-06-11
O001174,Heather Li,Type A,"color=Red, size=Medium, logo=No",583,2023-10-24,2023-11-17
O001175,Alicia Schaefer,Type A,"color=Blue, size=Medium, logo=No",229,2023-09-15,2023-09-16
O001176,Dennis Barker,Type C,"color=Red, size=Large, logo=Yes",334,2023-04-01,2023-04-16
O001177,John Poole,Type B,"color=Yellow, size=Medium, logo=Yes",494,2023-02-20,2023-03-10
O001178,Renee Williams,Type D,"color=Red, size=Medium, logo=No",180,2023-12-08,2024-01-07
O001179,Jennifer Lopez,Type C,"color=Yellow, size=Small, logo=Yes",146,2023-12-17,2024-01-09
O001180,Matthew Winters,Type D,"color=Yellow, size=Small, logo=No",245,2023-02-04,2023-03-06
O001181,Aaron Davis,Type C,"color=Green, size=Small, logo=No",784,2023-06-18,2023-07-14
O001182,Aaron Joseph,Type A,"color=Yellow, size=Medium, logo=Yes",650,2023-01-30,2023-02-03
O001183,Marie Mosley,Type C,"color=Black, size=Small, logo=Yes",248,2023-09-20,2023-10-11
O001184,Darin Martin,Type B,"color=Black, size=Large, logo=Yes",982,2023-01-13,2023-01-25
O001185,Gina Andersen,Type D,"color=Black, size=Medium, logo=No",461,2023-10-25,2023-11-21
O001186,Richard Jenkins,Type D,"color=Blue, size=Medium, logo=No",37,2023-03-08,2023-04-02
O001187,Jennifer Rivera,Type D,"color=Blue, size=Small, logo=No",293,2023-04-30,2023-05-06
O001188,William Jones,Type C,"color=Red, size=Medium, logo=No",928,2023-12-19,2024-01-18
O001189,Joshua Bush,Type A,"color=Green, size=Small, logo=No",248,2023-05-10,2023-05-12
O001190,Douglas Porter,Type C,"color=Green, size=Medium, logo=No",712,2023-11-24,2023-12-18
O001191,Sydney Brown,Type A,"color=Black, size=Small, logo=No",477,2023-04-17,2023-04-20
O001192,Sonya Bell,Type A,"color=Red, size=Large, logo=No",960,2023-02-16,2023-03-04
O001193,Kelsey Moore,Type D,"color=Green, size=Large, logo=No",456,2023-07-14,2023-08-08
O001194,Mark Orozco,Type B,"color=Green, size=Medium, logo=Yes",443,2023-04-02,2023-04-19
O001195,Lisa Evans,Type C,"color=Yellow, size=Large, logo=No",333,2023-04-24,2023-05-05
O001196,Matthew Russell,Type D,"color=Black, size=Medium, logo=Yes",939,2023-01-24,2023-01-26
O001197,Michael Kelly,Type D,"color=Blue, size=Medium, logo=Yes",619,2023-10-28,2023-11-15
O001198,Brittany Wilson,Type A,"color=Black, size=Medium, logo=No",498,2023-01-24,2023-01-29
O001199,Randy Benjamin,Type D,"color=Black, size=Small, logo=Yes",316,2023-03-28,2023-04-15
O001200,Wesley Wall,Type A,"color=Blue, size=Medium, logo=Yes",910,2023-06-23,2023-07-07
O001201,Christopher Short,Type D,"color=Green, size=Small, logo=Yes",19,2023-03-10,2023-03-16
O001202,Heather Peters,Type C,"color=Black, size=Large, logo=No",447,2023-04-16,2023-05-03
O001203,Linda Butler,Type D,"color=Green, size=Medium, logo=No",539,2023-03-05,2023-04-01
O001204,Lisa Johns,Type C,"color=Blue, size=Medium, logo=Yes",863,2023-07-10,2023-07-29
O001205,Kathryn Ochoa,Type D,"color=Yellow, size=Large, logo=No",330,2023-10-09,2023-11-02
O001206,Rachel Wilson,Type D,"color=Red, size=Small, logo=No",471,2023-02-01,2023-02-22
O001207,Susan Craig,Type A,"color=Blue, size=Small, logo=No",132,2023-06-11,2023-06-21
O001208,Melissa Ortega,Type B,"color=Blue, size=Large, logo=Yes",839,2023-06-25,2023-06-28
O001209,Michael Franklin,Type B,"color=Blue, size=Large, logo=Yes",461,2023-09-12,2023-09-19
O001210,Susan Park,Type B,"color=Yellow, size=Large, logo=No",975,2023-12-21,2023-12-22
O001211,Ashley Williams,Type B,"color=Black, size=Large, logo=No",426,2023-05-10,2023-05-25
O001212,Jessica Rivera,Type D,"color=Red, size=Large, logo=No",784,2023-03-07,2023-03-11
O001213,Christine Moran,Type A,"color=Green, size=Small, logo=No",897,2023-04-15,2023-05-15
O001214,Charles Russell,Type C,"color=Green, size=Small, logo=Yes",122,2023-04-10,2023-04-26
O001215,Michele Bailey,Type B,"color=Blue, size=Medium, logo=No",349,2023-01-12,2023-01-15
O001216,Heidi Parker,Type D,"color=Blue, size=Large, logo=No",600,2023-05-06,2023-05-20
O001217,Michael Arias,Type D,"color=Green, size=Large, logo=No",717,2023-01-29,2023-02-26
O001218,Shelby Hopkins,Type A,"color=Black, size=Small, logo=No",864,2023-12-08,2023-12-17
O001219,Emily Dixon,Type D,"color=Black, size=Medium, logo=No",80,2023-03-28,2023-04-01
O001220,Mark Nguyen,Type B,"color=Red, size=Large, logo=Yes",241,2023-01-01,2023-01-23
O001221,Cody Bowen,Type D,"color=Red, size=Large, logo=Yes",414,2023-07-25,2023-08-20
O001222,Robert Orozco,Type D,"color=Green, size=Medium, logo=No",747,2023-04-13,2023-04-17
O001223,Tracey Ingram,Type C,"color=Green, size=Large, logo=Yes",821,2023-11-22,2023-12-09
O001224,Adrian Hutchinson,Type C,"color=Red, size=Medium, logo=No",457,2023-10-14,2023-11-04
O001225,Jacob Jimenez,Type B,"color=Yellow, size=Large, logo=Yes",970,2023-08-11,2023-08-17
O001226,Erin Robinson,Type D,"color=Blue, size=Medium, logo=No",699,2023-02-26,2023-02-28
O001227,Tonya Edwards,Type D,"color=Yellow, size=Medium, logo=Yes",957,2023-05-24,2023-06-09
O001228,Richard Duran,Type D,"color=Blue, size=Medium, logo=No",86,2023-08-11,2023-08-20
O001229,James Nelson,Type D,"color=Red, size=Large, logo=No",50,2023-12-14,2023-12-25
O001230,William Smith,Type B,"color=Yellow, size=Medium, logo=No",473,2023-12-31,2024-01-01
O001231,William Beck,Type A,"color=Blue, size=Large, logo=Yes",196,2023-10-08,2023-10-13
O001232,Tammie Ruiz,Type B,"color=Yellow, size=Small, logo=Yes",249,2023-03-16,2023-04-01
O001233,Heather Gonzalez,Type C,"color=Green, size=Large, logo=No",558,2023-03-22,2023-03-23
O001234,David Munoz,Type D,"color=Green, size=Small, logo=No",994,2023-03-18,2023-04-11
O001235,Samantha Lowery,Type C,"color=Red, size=Large, logo=Yes",930,2023-09-08,2023-09-28
O001236,Jorge Castaneda,Type C,"color=Yellow, size=Small, logo=Yes",621,2023-09-30,2023-10-11
O001237,John Sheppard,Type A,"color=Yellow, size=Small, logo=Yes",425,2023-08-30,2023-09-12
O001238,Jared Hernandez,Type D,"color=Blue, size=Large, logo=Yes",596,2023-12-12,2023-12-23
O001239,Kimberly Higgins,Type B,"color=Yellow, size=Medium, logo=No",603,2023-11-27,2023-12-17
O001240,Jeffrey Howard,Type B,"color=Blue, size=Large, logo=Yes",377,2023-12-11,2024-01-09
O001241,John Wilson,Type A,"color=Red, size=Small, logo=No",95,2023-09-05,2023-10-04
O001242,Elizabeth Brown,Type D,"color=Green, size=Medium, logo=No",80,2023-04-14,2023-04-15
O001243,William Woods,Type B,"color=Blue, size=Medium, logo=Yes",839,2023-01-16,2023-01-29
O001244,Andrea Willis,Type D,"color=Yellow, size=Small, logo=Yes",724,2023-12-21,2024-01-07
O001245,Donna Hughes,Type D,"color=Yellow, size=Large, logo=Yes",754,2023-02-13,2023-02-23
O001246,Antonio Fletcher,Type D,"color=Blue, size=Large, logo=Yes",152,2023-12-25,2024-01-01
O001247,David Henderson,Type C,"color=Yellow, size=Large, logo=Yes",875,2023-05-07,2023-06-04
O001248,Michele Roman,Type D,"color=Blue, size=Medium, logo=No",691,2023-11-27,2023-12-02
O001249,Rodney George,Type C,"color=Black, size=Small, logo=No",708,2023-02-04,2023-02-14
O001250,Johnny Moore,Type D,"color=Yellow, size=Medium, logo=Yes",276,2023-06-22,2023-07-11
O001251,William Richard,Type D,"color=Black, size=Large, logo=Yes",578,2023-04-01,2023-05-01
O001252,Annette Rowland,Type A,"color=Yellow, size=Large, logo=No",328,2023-09-04,2023-09-06
O001253,Michael Alvarez,Type D,"color=Red, size=Large, logo=Yes",5,2023-12-23,2024-01-10
O001254,Jessica Williams,Type A,"color=Red, size=Medium, logo=Yes",794,2023-05-08,2023-06-05
O001255,Daniel Smith,Type D,"color=Green, size=Small, logo=No",34,2023-07-10,2023-07-23
O001256,Noah Page,Type C,"color=Blue, size=Large, logo=No",192,2023-03-20,2023-03-25
O001257,Gregory May,Type D,"color=Green, size=Small, logo=No",39,2023-03-24,2023-03-27
O001258,Raymond Allen,Type A,"color=Black, size=Medium, logo=No",59,2023-10-07,2023-10-16
O001259,William Powell,Type D,"color=Blue, size=Medium, logo=Yes",350,2023-07-09,2023-07-11
O001260,Jerry Rodriguez,Type B,"color=Black, size=Small, logo=No",25,2023-07-10,2023-07-20
O001261,Gilbert Moore,Type A,"color=Black, size=Medium, logo=Yes",313,2023-04-08,2023-04-15
O001262,Andrea Osborne,Type A,"color=Green, size=Large, logo=Yes",905,2023-02-22,2023-03-20
O001263,Karen Davis,Type B,"color=Yellow, size=Large, logo=No",326,2023-11-01,2023-11-08
O001264,Taylor Lynch,Type B,"color=Yellow, size=Small, logo=Yes",898,2023-04-29,2023-05-14
O001265,Beth Campos,Type D,"color=Yellow, size=Medium, logo=Yes",190,2023-03-28,2023-04-09
O001266,Mark Ross,Type B,"color=Blue, size=Medium, logo=No",572,2023-11-23,2023-12-16
O001267,Mrs. Ariel Romero,Type D,"color=Yellow, size=Medium, logo=Yes",404,2023-01-18,2023-01-31
O001268,Donna Davis,Type D,"color=Black, size=Small, logo=Yes",861,2023-07-24,2023-08-11
O001269,Charles Gomez,Type D,"color=Black, size=Medium, logo=No",967,2023-11-01,2023-11-23
O001270,Dana Mccullough,Type C,"color=Black, size=Medium, logo=No",480,2023-09-12,2023-10-01
O001271,Melissa Daniels,Type D,"color=Red, size=Large, logo=Yes",483,2023-01-08,2023-02-05
O001272,Janet Wheeler,Type C,"color=Blue, size=Large, logo=Yes",550,2023-08-26,2023-08-27
O001273,Larry Jackson,Type A,"color=Yellow, size=Large, logo=Yes",478,2023-09-06,2023-09-13
O001274,Chelsea Taylor,Type A,"color=Black, size=Small, logo=No",622,2023-03-18,2023-03-23
O001275,Breanna Taylor,Type A,"color=Black, size=Small, logo=No",982,2023-01-20,2023-01-25
O001276,Aaron Taylor,Type B,"color=Yellow, size=Medium, logo=Yes",657,2023-10-20,2023-10-30
O001277,Rodney Brown,Type A,"color=Red, size=Small, logo=Yes",128,2023-01-16,2023-02-03
O001278,Tiffany Spencer,Type A,"color=Red, size=Small, logo=Yes",814,2023-03-17,2023-04-02
O001279,Valerie Brown,Type A,"color=Blue, size=Large, logo=Yes",122,2023-08-17,2023-09-07
O001280,Jonathan King,Type C,"color=Blue, size=Large, logo=Yes",115,2023-10-13,2023-10-20
O001281,Amanda Rivera,Type B,"color=Yellow, size=Medium, logo=Yes",707,2023-06-11,2023-06-13
O001282,Ryan James,Type A,"color=Black, size=Medium, logo=Yes",878,2023-07-04,2023-07-05
O001283,James Hall,Type A,"color=Yellow, size=Large, logo=No",270,2023-02-28,2023-03-03
O001284,Patrick Le,Type D,"color=Red, size=Medium, logo=No",151,2023-08-09,2023-08-10
O001285,Cathy Smith,Type C,"color=Red, size=Small, logo=No",80,2023-04-12,2023-04-20
O001286,Laura Peck,Type B,"color=Blue, size=Medium, logo=Yes",677,2023-03-21,2023-04-10
O001287,Lisa Simmons,Type A,"color=Red, size=Small, logo=Yes",492,2023-01-14,2023-02-01
O001288,Brenda Berger,Type D,"color=Green, size=Medium, logo=Yes",557,2023-04-08,2023-04-11
O001289,Joseph Strickland,Type A,"color=Black, size=Medium, logo=No",72,2023-01-23,2023-02-21
O001290,Lindsay Mcdaniel,Type B,"color=Green, size=Medium, logo=No",669,2023-05-07,2023-06-04
O001291,Carl Mitchell,Type D,"color=Red, size=Medium, logo=No",173,2023-06-10,2023-06-16
O001292,Mark Harrell,Type A,"color=Yellow, size=Small, logo=No",51,2023-07-15,2023-07-30
O001293,Jessica Nguyen,Type A,"color=Black, size=Large, logo=Yes",867,2023-07-19,2023-08-16
O001294,Dennis Pollard,Type A,"color=Blue, size=Medium, logo=Yes",180,2023-07-10,2023-08-09
O001295,Dr. Anthony Chung,Type B,"color=Yellow, size=Small, logo=Yes",876,2023-05-26,2023-06-24
O001296,Maria Davis,Type B,"color=Green, size=Large, logo=Yes",450,2023-07-05,2023-07-27
O001297,Jessica Montes MD,Type C,"color=Green, size=Small, logo=No",416,2023-05-24,2023-06-10
O001298,Amanda Turner,Type A,"color=Blue, size=Small, logo=Yes",626,2023-08-27,2023-09-20
O001299,Michelle Waters,Type A,"color=Yellow, size=Medium, logo=No",304,2023-03-17,2023-03-31
O001300,Vanessa Cruz,Type B,"color=Red, size=Large, logo=No",660,2023-11-09,2023-11-30
O001301,William Taylor,Type C,"color=Blue, size=Large, logo=No",880,2023-02-19,2023-03-06
O001302,Jeffery Finley,Type C,"color=Red, size=Small, logo=No",485,2023-01-06,2023-02-03
O001303,Nathan Scott,Type D,"color=Red, size=Small, logo=Yes",524,2023-05-22,2023-06-09
O001304,Edward Wright,Type A,"color=Yellow, size=Small, logo=No",542,2023-03-24,2023-04-01
O001305,Julia Harris,Type A,"color=Black, size=Small, logo=No",58,2023-01-20,2023-01-21
